sentence,dataset_id,llm_flag
"The median values corresponding to Figure 2d–f Transparent reporting form Data availability The Allen CCF is open access and available with related tools at https://atlas.brain-map.org/ https://datadryad.org/stash/share/4fesXcJif0L2DnSj7YmjREe37yPm1bEnUiK49ELtALg https://datadryad.org/stash/share/PWwOzHmOqVBa_CBplDW133X5AEGwFsuoZZ4BNW_nAsQ https://github.com/bleach1by1/BIRDS_plugin https://archive.softwareheritage.org/swh:1:rev:41e90d4518321d6ca8e806ccadb2809bfa6bd475/ https://github.com/bleach1by1/birds_reg https://archive.softwareheritage.org/swh:1:rev:22cf3d792c3887708a65ddae43d6dde7ed8b7836/ https://github.com/bleach1by1/birds_dl.git https://archive.softwareheritage.org/swh:1:rev:92d3a68c7805cbef58c834e39c807e8cbaa902e6/ https://github.com/bleach1by1/BIRDS_demo https://archive.softwareheritage.org/swh:1:rev:61ad20ab070b7af9881d69df643fa4b878993f90/ The following previously published datasets were used: Wang X 2021 brain3_4_5 Dryad Digital Repository 10.5061/dryad.qnk98sffp Wang X 2018 Brain1_2 Dataset Dryad Digital Repository 10.5061/dryad.37pvmcvj9 References Akkus Z Galimzianova A Hoogi A Rubin DL Erickson BJ 2017 Deep learning for brain MRI segmentation: state of the art and future directions Journal of Digital Imaging 30 449 459 10.1007/s10278-017-9983-4 28577131 Alivisatos AP Chun M Church GM Greenspan RJ Roukes ML Yuste R 2012 The brain activity map project and the challenge of functional connectomics Neuron 74 970 974 10.1016/j.neuron.2012.06.006 22726828 Bohland JW Wu C Barbas H Bokil H Bota M Breiter HC Cline HT Doyle JC Freed PJ Greenspan RJ Haber SN Hawrylycz M Herrera DG Hilgetag CC Huang ZJ Jones A Jones EG Karten HJ Kleinfeld D Kötter R Lester HA Lin JM Mensh BD Mikula S Panksepp J Price JL Safdieh J Saper CB Schiff ND Schmahmann JD Stillman BW Svoboda K Swanson LW Toga AW Van Essen DC Watson JD Mitra PP 2009 A proposal for a coordinated effort for the determination of brainwide neuroanatomical connectivity in model organisms at a mesoscopic scale PLOS Computational Biology 5 e1000334 10.1371/journal.pcbi.1000334 19325892 Chen LC Papandreou G Kokkinos I Murphy K Yuille AL 2018a DeepLab: semantic image segmentation with deep convolutional nets, Atrous convolution, and fully connected CRFs IEEE Transactions on Pattern Analysis and Machine Intelligence 40 834 848 10.1109/TPAMI.2017.2699184 28463186 Chen H Dou Q Yu L Qin J Heng PA 2018b VoxResNet: deep voxelwise residual networks for brain segmentation from 3D MR images NeuroImage 170 446 455 10.1016/j.neuroimage.2017.04.041 28445774 Chen L-C Zhu Y Papandreou G Schroff F Adam H 2020 Encoder-decoder with atrous separable convolution for semantic image segmentation Proceedings of the European Conference on Computer Vision (ECCV) 801 818 de Brebisson A Montana G 2015 Deep neural networks for anatomical brain segmentation IEEE Conference on Computer Vision and Pattern Recognition Workshops (CVPRW) 20 28 10.1109/CVPRW.2015.7301312 Dice LR 1945 Measures of the amount of ecologic association between species Ecology 26 297 302 10.2307/1932409 Economo MN Clack NG Lavis LD Gerfen CR Svoboda K Myers EW Chandrashekar J 2016 A platform for brain-wide imaging and reconstruction of individual neurons eLife 5 e10566 10.7554/eLife.10566 26796534 Ferrante E Paragios N 2017 Slice-to-volume medical image registration: a survey Medical Image Analysis 39 101 123 10.1016/j.media.2017.04.010 28482198 Fürth D Vaissière T Tzortzi O Xuan Y Märtin A Lazaridis I Spigolon G Fisone G Tomer R Deisseroth K Carlén M Miller CA Rumbaugh G Meletis K 2018 An interactive framework for whole-brain maps at cellular resolution Nature Neuroscience 21 139 149 10.1038/s41593-017-0027-7 29203898 Gong H Zeng S Yan C Lv X Yang Z Xu T Feng Z Ding W Qi X Li A Wu J Luo Q 2013 Continuously tracing brain-wide long-distance axonal projections in mice at a one-micron voxel resolution NeuroImage 74 87 98 10.1016/j.neuroimage.2013.02.005 23416252 Goubran M Leuze C Hsueh B Aswendt M Ye L Tian Q Cheng MY Crow A Steinberg GK McNab JA Deisseroth K Zeineh M 2019 Multimodal image registration and connectivity analysis for integration of connectomic data from microscopy to MRI Nature Communications 10 5504 10.1038/s41467-019-13374-0 31796741 Han Y Kebschull JM Campbell RAA Cowan D Imhof F Zador AM Mrsic-Flogel TD 2018 The logic of single-cell projections from visual cortex Nature 556 51 56 10.1038/nature26159 29590093 He K Gkioxari G Dollár P Girshick R 2019 Mask R-CNN EEE International Conference on Computer Vision (ICCV) 2961 2969 10.1109/ICCV.2017.322 Huang L-K Wang M-JJ 1995 Image thresholding by minimizing the measures of fuzziness Pattern Recognition 28 41 51 10.1016/0031-3203(94)E0043-K Iqbal A Khan R Karayannis T 2019 Developing a brain atlas through deep learning Nature Machine Intelligence 1 277 287 10.1038/s42256-019-0058-8 Kandel ER Markram H Matthews PM Yuste R Koch C 2013 Neuroscience thinks big (and collaboratively) Nature Reviews Neuroscience 14 659 664 10.1038/nrn3578 23958663 Kim Y Venkataraju KU Pradhan K Mende C Taranda J Turaga SC Arganda-Carreras I Ng L Hawrylycz MJ Rockland KS Seung HS Osten P 2015 Mapping social behavior-induced brain activation at cellular resolution in the mouse Cell Reports 10 292 305 10.1016/j.celrep.2014.12.014 25558063 Klein S Staring M Murphy K Viergever MA Pluim JP 2010 Elastix: a toolbox for intensity-based medical image registration IEEE Transactions on Medical Imaging 29 196 205 10.1109/TMI.2009.2035616 19923044 Kovesi P 2019 Psivt 2019 Pacific-Rim Symposium on Image and Video Technology Lee E Choi J Jo Y Kim JY Jang YJ Lee HM Kim SY Lee HJ Cho K Jung N Hur EM Jeong SJ Moon C Choe Y Rhyu IJ Kim H Sun W 2016 ACT-PRESTO: rapid and consistent tissue clearing and labeling method for 3-dimensional (3D) imaging Scientific Reports 6 18631 10.1038/srep18631 26750588 Lein ES Hawrylycz MJ Ao N Ayres M Bensinger A Bernard A Boe AF Boguski MS Brockway KS Byrnes EJ Chen L Chen L Chen TM Chin MC Chong J Crook BE Czaplinska A Dang CN Datta S Dee NR Desaki AL Desta T Diep E Dolbeare TA Donelan MJ Dong HW Dougherty JG Duncan BJ Ebbert AJ Eichele G Estin LK Faber C Facer BA Fields R Fischer SR Fliss TP Frensley C Gates SN Glattfelder KJ Halverson KR Hart MR Hohmann JG Howell MP Jeung DP Johnson RA Karr PT Kawal R Kidney JM Knapik RH Kuan CL Lake JH Laramee AR Larsen KD Lau C Lemon TA Liang AJ Liu Y Luong LT Michaels J Morgan JJ Morgan RJ Mortrud MT Mosqueda NF Ng LL Ng R Orta GJ Overly CC Pak TH Parry SE Pathak SD Pearson OC Puchalski RB Riley ZL Rockett HR Rowland SA Royall JJ Ruiz MJ Sarno NR Schaffnit K Shapovalova NV Sivisay T Slaughterbeck CR Smith SC Smith KA Smith BI Sodt AJ Stewart NN Stumpf KR Sunkin SM Sutram M Tam A Teemer CD Thaller C Thompson CL Varnam LR Visel A Whitlock RM Wohnoutka PE Wolkey CK Wong VY Wood M Yaylaoglu MB Young RC Youngstrom BL Yuan XF Zhang B Zwingman TA Jones AR 2007 Genome-wide atlas of gene expression in the adult mouse brain Nature 445 168 176 10.1038/nature05453 17151600 Li A Gong H Zhang B Wang Q Yan C Wu J Liu Q Zeng S Luo Q 2010 Micro-optical sectioning tomography to obtain a high-resolution atlas of the mouse brain Science 330 1404 1408 10.1126/science.1191776 21051596 Liu S Nie J Li Y Yu T Zhu D Fei P 2017 Three-dimensional, isotropic imaging of mouse brain using multi-view deconvolution light sheet microscopy Journal of Innovative Optical Health Sciences 10 1743006 10.1142/S1793545817430064 Long J Shelhamer E Darrell T 2015 Fully convolutional networks for semantic segmentation IEEE Conference on Computer Vision and Pattern Recognition (CVPR) 3431 3440 10.1109/CVPR.2015.7298965 Lorensen WE Cline HE 1987 Marching cubes: a high resolution 3D surface construction algorithm ACM SIGGRAPH Computer Graphics 21 163 169 10.1145/37402.37422 Maes F Collignon A Vandermeulen D Marchal G Suetens P 1997 Multimodality image registration by maximization of mutual information IEEE Transactions on Medical Imaging 16 187 198 10.1109/42.563664 9101328 Milletari F Ahmadi S-A Kroll C Plate A Rozanski V Maiostre J Levin J Dietrich O Ertl-Wagner B Bötzel K Navab N 2017 Hough-CNN: deep learning for segmentation of deep brain regions in MRI and ultrasound Computer Vision and Image Understanding 164 92 102 10.1016/j.cviu.2017.04.002 Ni H Tan C Feng Z Chen S Zhang Z Li W Guan Y Gong H Luo Q Li A 2020 A robust image registration interface for large volume brain atlas Scientific Reports 10 59042-y 10.1038/s41598-020-59042-y Nie J Liu S Yu T Li Y Ping J Wan P Zhao F Huang Y Mei W Zeng S Zhu D Fei P 2020 Fast, 3D isotropic imaging of whole mouse brain using Multiangle-Resolved subvoxel SPIM Advanced Science 7 1901891 10.1002/advs.201901891 32042557 Niedworok CJ Brown APY Jorge Cardoso M Osten P Ourselin S Modat M Margrie TW 2016 aMAP is a validated pipeline for registration and segmentation of high-resolution mouse brain data Nature Communications 7 ncomms11879 10.1038/ncomms11879 Oh SW Harris JA Ng L Winslow B Cain N Mihalas S Wang Q Lau C Kuan L Henry AM Mortrud MT Ouellette B Nguyen TN Sorensen SA Slaughterbeck CR Wakeman W Li Y Feng D Ho A Nicholas E Hirokawa KE Bohn P Joines KM Peng H Hawrylycz MJ Phillips JW Hohmann JG Wohnoutka P Gerfen CR Koch C Bernard A Dang C Jones AR Zeng H 2014 A mesoscale connectome of the mouse brain Nature 508 207 214 10.1038/nature13186 24695228 Pan C Cai R Quacquarelli FP Ghasemigharagoz A Lourbopoulos A Matryba P Plesnila N Dichgans M Hellal F Ertürk A 2016 Shrinkage-mediated imaging of entire organs and organisms using uDISCO Nature Methods 13 859 867 10.1038/nmeth.3964 27548807 Renier N Adams EL Kirst C Wu Z Azevedo R Kohl J Autry AE Kadiri L Umadevi Venkataraju K Zhou Y Wang VX Tang CY Olsen O Dulac C Osten P Tessier-Lavigne M 2016 Mapping of brain activity by automated volume analysis of immediate early genes Cell 165 1789 1802 10.1016/j.cell.2016.05.007 27238021 Richardson DS Lichtman JW 2015 Clarifying tissue clearing Cell 162 246 257 10.1016/j.cell.2015.06.067 26186186 Schindelin J Arganda-Carreras I Frise E Kaynig V Longair M Pietzsch T Preibisch S Rueden C Saalfeld S Schmid B Tinevez JY White DJ Hartenstein V Eliceiri K Tomancak P Cardona A 2012 Fiji: an open-source platform for biological-image analysis Nature Methods 9 676 682 10.1038/nmeth.2019 22743772 Schwarz MK Scherbarth A Sprengel R Engelhardt J Theer P Giese G 2015 Fluorescent-protein stabilization and high-resolution imaging of cleared, intact mouse brains PLOS ONE 10 e0124650 10.1371/journal.pone.0124650 25993380 Shamonin DP Bron EE Lelieveldt BP Smits M Klein S Staring M Alzheimer's Disease Neuroimaging Initiative 2013 Fast parallel image registration on CPU and GPU for diagnostic classification of Alzheimer's disease Frontiers in Neuroinformatics 7 50 10.3389/fninf.2013.00050 24474917 Song JH Song Y-H 2018 Automated 3-D mapping of single neurons in the standard brain atlas using single brain slices bioRxiv 10.1101/373134 Thévenaz P Unser M 2000 Optimization of mutual information for multiresolution image registration IEEE Transactions on Image Processing : A Publication of the IEEE Signal Processing Society 9 2083 2099 10.1109/83.887976 18262946 Wang X Zhang Y Wang X Dai J Hua R Zeng S Li H 2020a Anxiety-related cell-type-specific neural circuits in the anterior-dorsal bed nucleus of the stria terminalis Science Bulletin 65 1203 1216 10.1016/j.scib.2020.03.028 Wang Q Ding S-L Li Y Royall J Feng D Lesnar P Graddis N Naeemi M Facer B Ho A Dolbeare T Blanchard B Dee N Wakeman W Hirokawa KE Szafer A Sunkin SM Oh SW Bernard A Phillips JW Hawrylycz M Koch C Zeng H Harris JA Ng L 2020b The allen mouse brain common coordinate framework: a 3D reference atlas Cell 181 936 953 10.1016/j.cell.2020.04.007 32386544 Wang X 2021a birds_reg Software Heritage swh:1:rev:22cf3d792c3887708a65ddae43d6dde7ed8b7836 https://archive.softwareheritage.org/swh:1:dir:1eb68910dba957ab6819ec8d5f364fb0ccd7d249;origin=https://github.com/bleach1by1/birds_reg;visit=swh:1:snp:fc666e617787c219905a3cdd65e7c1e94cc05e54;anchor=swh:1:rev:22cf3d792c3887708a65ddae43d6dde7ed8b7836/ Wang X 2021b BIRDS_plugin110 Software Heritage swh:1:rev:41e90d4518321d6ca8e806ccadb2809bfa6bd475 https://archive.softwareheritage.org/swh:1:dir:a7a4ec239977432884d064a17d721578b22e5b54;origin=https://github.com/bleach1by1/BIRDS_plugin;visit=swh:1:snp:54f28d1de7607346ea62ea5de2132e79396d0e9e;anchor=swh:1:rev:41e90d4518321d6ca8e806ccadb2809bfa6bd475/ Warfield SK Zou KH Wells WM 2004 Simultaneous truth and performance level estimation (STAPLE): an algorithm for the validation of image segmentation IEEE Transactions on Medical Imaging 23 903 921 10.1109/TMI.2004.828354 15250643 Zhang H Fang C Xie X Yang Y Mei W Jin D Fei P 2019 High-throughput, high-resolution deep learning microscopy based on registration-free generative adversarial network Biomedical Optics Express 10 1044 1063 10.1364/BOE.10.001044 30891329 Zingg B Hintiryan H Gou L Song MY Bay M Bienkowski MS Foster NN Yamashita S Bowman I Toga AW Dong HW 2014 Neural networks of the mouse neocortex Cell 156 1096 1111 10.1016/j.cell.2014.02.023 24581503 Zuo X-N Anderson JS Bellec P Birn RM Biswal BB Blautzik J Breitner JCS Buckner RL Calhoun VD Castellanos FX Chen A Chen B Chen J Chen X Colcombe SJ Courtney W Craddock RC Di Martino A Dong H-M Fu X Gong Q Gorgolewski KJ Han Y He Y He Y Ho E Holmes A Hou X-H Huckins J Jiang T Jiang Y Kelley W Kelly C King M LaConte SM Lainhart JE Lei X Li H-J Li K Li K Lin Q Liu D Liu J Liu X Liu Y Lu G Lu J Luna B Luo J Lurie D Mao Y Margulies DS Mayer AR Meindl T Meyerand ME Nan W Nielsen JA O’Connor D Paulsen D Prabhakaran V Qi Z Qiu J Shao C Shehzad Z Tang W Villringer A Wang H Wang K Wei D Wei G-X Weng X-C Wu X Xu T Yang N Yang Z Zang Y-F Zhang L Zhang Q Zhang Z Zhang Z Zhao K Zhen Z Zhou Y Zhu X-T Milham MP 2014 An open science resource for establishing reliability and reproducibility in functional connectomics Scientific Data 1 1 13 10.1038/sdata.2014.49 10.7554/eLife.63455.sa1 Decision letter Smith Jeffrey C Reviewing Editor National Institute of Neurological Disorders and Stroke United States Gerfen Charles R Reviewer National Institute of Mental Health United States Jahanipour Jahandar Reviewer National Institutes of Health United States In the interests of transparency, eLife publishes the most substantive revision requests and the accompanying author responses.",https://doi.org/10.5061/dryad.37pvmcvj9,no
( a b c d e f g h i j k l m n o p q r Transparent reporting form Data availability GPS and accelerometry data generated during this study are published and available in the Movebank repository ( https://doi.org/10.5441/001/1.3q2131q5 https://doi.org/10.5061/dryad.6h5b7 https://doi.org/10.5061/dryad.p5hqbzkqf https://github.com/CarterLoftus/baboon_sleep/ https://doi.org/10.5281/zenodo.5905742 The following dataset was generated: Loftus JC Harel R Nuñez CL Crofoot M 2021 Data from: Ecological and social pressures interfere with homeostatic sleep regulation in the wild Dryad Digital Repository 10.5061/dryad.p5hqbzkqf The following previously published datasets were used: Strandburg-Peshkin A Farine D Crofoot M Couzin I 2020 Data from: Habitat and social factors shape individual decisions and emergent group structure during baboon collective movement Dryad Digital Repository 10.5061/dryad.6h5b7 Crofoot MC Kays RW Wikelski M 2021 Collective movement in wild baboons Movebank Data Repository 10.5441/001/1.3q2131q5 References Altmann SA Altmann J 1970 Baboon Ecology: African Field Research University of Chicago Press 10.1002/ajpa.1330390116 Amlaner CJ Phil D Fuller PM 2009 Basics of Sleep Guide Sleep Research Society Ancoli-Israel S Cole R Alessi C Chambers M Moorcroft W Pollak CP 2003 The role of actigraphy in the study of sleep and circadian rhythms Sleep 26 342 392 10.1093/sleep/26.3.342 12749557 Aulsebrook AE Jones TM Rattenborg NC Roth TC Lesku JA 2016 Sleep Ecophysiology: Integrating Neuroscience and Ecology Trends in Ecology & Evolution 31 590 599 10.1016/j.tree.2016.05.004 27262386 Bäckman J Andersson A Pedersen L Sjöberg S Tøttrup AP Alerstam T 2017 Actogram analysis of free-flying migratory birds: new perspectives based on acceleration logging Journal of Comparative Physiology.,https://doi.org/10.5061/dryad.6h5b7,yes
( a b c d e f g h i j k l m n o p q r Transparent reporting form Data availability GPS and accelerometry data generated during this study are published and available in the Movebank repository ( https://doi.org/10.5441/001/1.3q2131q5 https://doi.org/10.5061/dryad.6h5b7 https://doi.org/10.5061/dryad.p5hqbzkqf https://github.com/CarterLoftus/baboon_sleep/ https://doi.org/10.5281/zenodo.5905742 The following dataset was generated: Loftus JC Harel R Nuñez CL Crofoot M 2021 Data from: Ecological and social pressures interfere with homeostatic sleep regulation in the wild Dryad Digital Repository 10.5061/dryad.p5hqbzkqf The following previously published datasets were used: Strandburg-Peshkin A Farine D Crofoot M Couzin I 2020 Data from: Habitat and social factors shape individual decisions and emergent group structure during baboon collective movement Dryad Digital Repository 10.5061/dryad.6h5b7 Crofoot MC Kays RW Wikelski M 2021 Collective movement in wild baboons Movebank Data Repository 10.5441/001/1.3q2131q5 References Altmann SA Altmann J 1970 Baboon Ecology: African Field Research University of Chicago Press 10.1002/ajpa.1330390116 Amlaner CJ Phil D Fuller PM 2009 Basics of Sleep Guide Sleep Research Society Ancoli-Israel S Cole R Alessi C Chambers M Moorcroft W Pollak CP 2003 The role of actigraphy in the study of sleep and circadian rhythms Sleep 26 342 392 10.1093/sleep/26.3.342 12749557 Aulsebrook AE Jones TM Rattenborg NC Roth TC Lesku JA 2016 Sleep Ecophysiology: Integrating Neuroscience and Ecology Trends in Ecology & Evolution 31 590 599 10.1016/j.tree.2016.05.004 27262386 Bäckman J Andersson A Pedersen L Sjöberg S Tøttrup AP Alerstam T 2017 Actogram analysis of free-flying migratory birds: new perspectives based on acceleration logging Journal of Comparative Physiology.,https://doi.org/10.5061/dryad.6h5b7,yes
( a b c d e f g h i j k l m n o p q r Transparent reporting form Data availability GPS and accelerometry data generated during this study are published and available in the Movebank repository ( https://doi.org/10.5441/001/1.3q2131q5 https://doi.org/10.5061/dryad.6h5b7 https://doi.org/10.5061/dryad.p5hqbzkqf https://github.com/CarterLoftus/baboon_sleep/ https://doi.org/10.5281/zenodo.5905742 The following dataset was generated: Loftus JC Harel R Nuñez CL Crofoot M 2021 Data from: Ecological and social pressures interfere with homeostatic sleep regulation in the wild Dryad Digital Repository 10.5061/dryad.p5hqbzkqf The following previously published datasets were used: Strandburg-Peshkin A Farine D Crofoot M Couzin I 2020 Data from: Habitat and social factors shape individual decisions and emergent group structure during baboon collective movement Dryad Digital Repository 10.5061/dryad.6h5b7 Crofoot MC Kays RW Wikelski M 2021 Collective movement in wild baboons Movebank Data Repository 10.5441/001/1.3q2131q5 References Altmann SA Altmann J 1970 Baboon Ecology: African Field Research University of Chicago Press 10.1002/ajpa.1330390116 Amlaner CJ Phil D Fuller PM 2009 Basics of Sleep Guide Sleep Research Society Ancoli-Israel S Cole R Alessi C Chambers M Moorcroft W Pollak CP 2003 The role of actigraphy in the study of sleep and circadian rhythms Sleep 26 342 392 10.1093/sleep/26.3.342 12749557 Aulsebrook AE Jones TM Rattenborg NC Roth TC Lesku JA 2016 Sleep Ecophysiology: Integrating Neuroscience and Ecology Trends in Ecology & Evolution 31 590 599 10.1016/j.tree.2016.05.004 27262386 Bäckman J Andersson A Pedersen L Sjöberg S Tøttrup AP Alerstam T 2017 Actogram analysis of free-flying migratory birds: new perspectives based on acceleration logging Journal of Comparative Physiology.,https://doi.org/10.5061/dryad.6h5b7,yes
"Additional files Transparent reporting form Data availability Analysis code is available at https://github.com/silieslab/Ketkar-Gur-MolinaObando-etal2022 swh:1:rev:392160a9f7e1336be1cb375cac53055f07620ddf https://doi.org/10.5281/zenodo.6335347 The following dataset was generated: Ketkar, Madhura Dinesh Johannes-Gutenberg University Mainz ; Gür, Burak; Molina-Obando, Sebastian; Ioannidou, Maria; Martelli, Carlotta; Silies, Marion 2022 First-order visual interneurons distribute distinct contrast and luminance information across ON and OFF pathways to achieve stable behavior Zenodo 10.5281/zenodo.6335347 References Awatramani GB Slaughter MM 2000 Origin of Transient and Sustained Responses in Ganglion Cells of the Retina The Journal of Neuroscience 20 7087 7095 10.1523/JNEUROSCI.20-18-07087.2000 10995856 Baden T Berens P Franke K Román Rosón M Bethge M Euler T 2016 The functional diversity of retinal ganglion cells in the mouse Nature 529 345 350 10.1038/nature16468 26735013 Behnia R Clark DA Carter AG Clandinin TR Desplan C 2014 Processing properties of on and off pathways for Drosophila Nature 512 427 430 10.1038/nature13427 25043016 Braitenberg V 1967 Patterns of projection in the visual system of the fly I. Retina-lamina projections Experimental Brain Research 3 271 298 10.1007/BF00235589 6030825 Burkhardt DA Gottesman J Kersten D Legge GE 1984 Symmetry and constancy in the perception of negative and positive luminance contrast Journal of the Optical Society of America.",https://doi.org/10.5281/zenodo.6335347,yes
"A, Neuroethology, Sensory, Neural, and Behavioral Physiology 206 273 287 10.1007/s00359-019-01385-7 31823004 Hong ST Bang S Paik D Kang J Hwang S Jeon K Chun B Hyun S Lee Y Kim J 2006 Histamine and Its Receptors Modulate Temperature-Preference Behaviors in Drosophila The Journal of Neuroscience 26 7245 7256 10.1523/JNEUROSCI.5426-05.2006 16822982 Ichinose T Lukasiewicz PD 2007 Ambient Light Regulates Sodium Channel Activity to Dynamically Control Retinal Signaling The Journal of Neuroscience 27 4756 4764 10.1523/JNEUROSCI.0183-07.2007 17460088 Ichinose T Fyk-Kolodziej B Cohn J 2014 Roles of ON Cone Bipolar Cell Subtypes in Temporal Coding in the Mouse Retina The Journal of Neuroscience 34 8761 8771 10.1523/JNEUROSCI.3965-13.2014 24966376 Ichinose T Hellmer CB 2016 Differential signalling and glutamate receptor compositions in the OFF bipolar cell types in the mouse retina: Temporal coding in the retinal OFF bipolar cells The Journal of Physiology 594 883 894 10.1113/JP271458 26553530 Idrees S Münch TA 2020 Different contrast encoding in ON and OFF visual pathways (preprint) Neuroscience 25 398230 10.1101/2020.11.25.398230 Jin J Wang Y Lashgari R Swadlow HA Alonso JM 2011 Faster Thalamocortical Processing for Dark than Light Visual Targets The Journal of Neuroscience 31 17471 17479 10.1523/JNEUROSCI.2456-11.2011 22131408 Joesch M Schnell B Raghu SV Reiff DF Borst A 2010 ON and off pathways in Drosophila Nature 468 300 304 10.1038/nature09545 21068841 Kaifosh P Zaremba JD Danielson NB Losonczy A 2014 SIMA: Python software for analysis of dynamic fluorescence imaging data, Frontiers in Neuroinformatics Frontiers in Neuroinformatics 8 80 10.3389/fninf.2014.00080 25295002 Ketkar MD Sporar K Gür B Ramos-Traslosheros G Seifert M Silies M 2020 Luminance Information Is Required for the Accurate Estimation of Contrast in Rapidly Changing Visual Contexts Current Biology 30 657 669 10.1016/j.cub.2019.12.038 32008904 Ketkar MD Gür B Molina-Obando S Ioannidou M Martelli C Silies M 2022a Code 392160a Github https://github.com/silieslab/Ketkar-Gur-MolinaObando-etal2022 Ketkar MD Gür B Molina-Obando S Ioannidou M Martelli C Silies M 2022b Data Zenodo 10.5281/zenodo.6335347 Kirschfeld K 1967 Die projektion der optischen umwelt auf das raster der rhabdomere im komplexauge von Musca Experimental Brain Research 3 248 270 10.1007/BF00235588 6067693 Kitamoto T 2001 Conditional modification of behavior in Drosophila Journal of Neurobiology 47 81 92 10.1002/neu.1018 11291099 Laughlin SB Hardie RC 1978 Common strategies for light adaptation in the peripheral visual systems of fly and dragonfly Journal of Comparative Physiology ?",https://doi.org/10.5281/zenodo.6335347,yes
"The 16S rRNA amplicon sequencing was performed according to our previous study ( Cao et al., 2018 PRJNA664798 Statistical analysis The data are recorded as the means of replicates with standard error(±SE).",PRJNA664798,yes
"Author Contributions Tingting Song Yingyue Shen Qunli Jin Weilin Feng Lijun Fan Guangtian Cao Weiming Cai DNA Deposition The following information was supplied regarding the deposition of DNA sequences: The 16s RNA sequences of compost for Agaricus bisporus production are available at GenBank: PRJNA664798 BioSample: SAMN16233641 SAMN16233642 SAMN16233643 SAMN16233644 SAMN16233645 SAMN16233646 SAMN16233647 SAMN16233648 SAMN16233649 SAMN16233650 SAMN16233651 SAMN16233652 SAMN16233653 SAMN16233654 SAMN16233655 SAMN16233656 SAMN16233657 SAMN16233658 SAMN16233659 SAMN16233660 SAMN16233661 SAMN16233662 SAMN16233663 SAMN16233664 The 16s RNA sequences of compost for Agaricus bisporus production are also available at Figshare: 1) SONG, TINGTING (2020): II.CS.fastq.",PRJNA664798,yes
https://doi.org/10.6084/m9.figshare.12763997.v1 Data Availability The following information was supplied regarding data availability: There raw data is available in the Supplementary Files PRJNA664798 References Bremner & Mulvaney (1982) Bremner JM Mulvaney CS 1982 Nitrogen total Page AL Miller RH Keeney DR Methods of soil analysis Part 2 American Society for Agronomy Madison 595 624 Cao et al.,PRJNA664798,yes
"The 16S rRNA amplicon sequencing was performed according to our previous study ( Cao et al., 2018 PRJNA664798 Statistical analysis The data are recorded as the means of replicates with standard error(±SE).",PRJNA664798,yes
"Author Contributions Tingting Song Yingyue Shen Qunli Jin Weilin Feng Lijun Fan Guangtian Cao Weiming Cai DNA Deposition The following information was supplied regarding the deposition of DNA sequences: The 16s RNA sequences of compost for Agaricus bisporus production are available at GenBank: PRJNA664798 BioSample: SAMN16233641 SAMN16233642 SAMN16233643 SAMN16233644 SAMN16233645 SAMN16233646 SAMN16233647 SAMN16233648 SAMN16233649 SAMN16233650 SAMN16233651 SAMN16233652 SAMN16233653 SAMN16233654 SAMN16233655 SAMN16233656 SAMN16233657 SAMN16233658 SAMN16233659 SAMN16233660 SAMN16233661 SAMN16233662 SAMN16233663 SAMN16233664 The 16s RNA sequences of compost for Agaricus bisporus production are also available at Figshare: 1) SONG, TINGTING (2020): II.CS.fastq.",PRJNA664798,yes
https://doi.org/10.6084/m9.figshare.12763997.v1 Data Availability The following information was supplied regarding data availability: There raw data is available in the Supplementary Files PRJNA664798 References Bremner & Mulvaney (1982) Bremner JM Mulvaney CS 1982 Nitrogen total Page AL Miller RH Keeney DR Methods of soil analysis Part 2 American Society for Agronomy Madison 595 624 Cao et al.,PRJNA664798,yes
"The 16S rRNA amplicon sequencing was performed according to our previous study ( Cao et al., 2018 PRJNA664798 Statistical analysis The data are recorded as the means of replicates with standard error(±SE).",PRJNA664798,yes
"Author Contributions Tingting Song Yingyue Shen Qunli Jin Weilin Feng Lijun Fan Guangtian Cao Weiming Cai DNA Deposition The following information was supplied regarding the deposition of DNA sequences: The 16s RNA sequences of compost for Agaricus bisporus production are available at GenBank: PRJNA664798 BioSample: SAMN16233641 SAMN16233642 SAMN16233643 SAMN16233644 SAMN16233645 SAMN16233646 SAMN16233647 SAMN16233648 SAMN16233649 SAMN16233650 SAMN16233651 SAMN16233652 SAMN16233653 SAMN16233654 SAMN16233655 SAMN16233656 SAMN16233657 SAMN16233658 SAMN16233659 SAMN16233660 SAMN16233661 SAMN16233662 SAMN16233663 SAMN16233664 The 16s RNA sequences of compost for Agaricus bisporus production are also available at Figshare: 1) SONG, TINGTING (2020): II.CS.fastq.",PRJNA664798,yes
https://doi.org/10.6084/m9.figshare.12763997.v1 Data Availability The following information was supplied regarding data availability: There raw data is available in the Supplementary Files PRJNA664798 References Bremner & Mulvaney (1982) Bremner JM Mulvaney CS 1982 Nitrogen total Page AL Miller RH Keeney DR Methods of soil analysis Part 2 American Society for Agronomy Madison 595 624 Cao et al.,PRJNA664798,yes
"The 16S rRNA amplicon sequencing was performed according to our previous study ( Cao et al., 2018 PRJNA664798 Statistical analysis The data are recorded as the means of replicates with standard error(±SE).",PRJNA664798,yes
